order_id,customer_id,restaurant_id,order_date,order_time,order_amount,delivery_time,order_status
O002924,C00640,R0193,01-02-2024,,799,34,
O002925,C02075,R0139,March 3 2024,20:00,803,23,Delivered
O002926,C00202,R0272,March 3 2024,12:00,260,106,Delivered
O002927,C01615,R0196,March 3 2024,,1518,60,Delivered
O002928,C02718,R0127,2024-01-01,12:00,1847,68,
O002929,C00472,R0349,01-02-2024,12:00,1973,1,Cancelled
O002930,C02307,R0231,,12:00,1012,112,
O002931,C02103,R0044,,13:00,76,-4,delivered
O002932,C00911,R0230,01-02-2024,22:00,1974,58,
O002933,C01572,R0216,March 3 2024,12:00,1212,100,
O002934,C01030,R0244,,,474,92,Delivered
O002935,C02602,R0009,March 3 2024,,430,106,Cancelled
O002936,C01074,R0250,01-02-2024,13:00,392,87,Cancelled
O002937,C02160,R0200,2024-01-01,22:00,1161,14,
O002938,C02194,R0334,March 3 2024,22:00,1060,55,Delivered
O002939,C00230,R0079,2024-01-01,20:00,1086,40,Cancelled
O002940,C01747,R0245,2024-01-01,18:00,746,109,Delivered
O002941,C02545,R0190,01-02-2024,12:00,192,114,
O002942,C01330,R0086,01-02-2024,13:00,951,114,Cancelled
O002943,C00461,R0485,2024-01-01,22:00,155,36,delivered
O002944,C00807,R0271,2024-01-01,20:00,804,-1,
O002945,C01932,R0262,,18:00,1675,88,
O002946,C02274,R0001,,22:00,1678,30,delivered
O002947,C00059,R0020,01-02-2024,22:00,564,44,
O002948,C01100,R0489,March 3 2024,12:00,164,107,delivered
O002949,C02476,R0420,2024-01-01,18:00,1880,104,delivered
O002950,C00728,R0130,March 3 2024,18:00,1487,32,
O002951,C01156,R0326,2024-01-01,13:00,300,21,delivered
O002952,C02980,R0258,01-02-2024,20:00,676,104,delivered
O002953,C00498,R0131,March 3 2024,,1114,60,
O002954,C02864,R0007,01-02-2024,13:00,1047,15,
O002955,C00910,R0340,2024-01-01,20:00,1354,47,delivered
O002956,C01329,R0241,01-02-2024,13:00,773,65,Delivered
O002957,C02115,R0192,March 3 2024,20:00,1468,103,
O002958,C00230,R0425,,,273,79,
O002959,C02470,R0310,01-02-2024,12:00,1094,91,Delivered
O002960,C00333,R0297,March 3 2024,20:00,761,-5,
O002961,C02325,R0115,01-02-2024,,200,73,Delivered
O002962,C01897,R0389,01-02-2024,13:00,1419,48,Cancelled
O002963,C01608,R0473,,18:00,1957,56,
O002964,C00721,R0102,March 3 2024,22:00,25,4,
O002965,C02192,R0338,March 3 2024,,282,52,Cancelled
O002966,C01275,R0319,March 3 2024,,349,39,
O002967,C00691,R0001,2024-01-01,,422,85,delivered
O002968,C00057,R0025,01-02-2024,20:00,1754,10,delivered
O002969,C02356,R0209,,20:00,909,-10,Cancelled
O002970,C02222,R0430,March 3 2024,18:00,841,115,delivered
O002971,C01486,R0143,,12:00,172,0,Cancelled
O002972,C00750,R0197,2024-01-01,13:00,1912,97,delivered
O002973,C00678,R0145,2024-01-01,12:00,401,91,
O002974,C00560,R0149,,20:00,1150,77,delivered
O002975,C01663,R0181,March 3 2024,20:00,1714,102,
O002976,C01705,R0055,,,1506,89,delivered
O002977,C01979,R0471,March 3 2024,,1096,118,Cancelled
O002978,C00349,R0363,March 3 2024,12:00,956,54,delivered
O002979,C01091,R0138,2024-01-01,13:00,712,53,
O002980,C02378,R0209,,20:00,1806,6,Cancelled
O002981,C02242,R0185,2024-01-01,20:00,1778,114,delivered
O002982,C01179,R0065,01-02-2024,12:00,440,-1,Delivered
O002983,C01720,R0037,2024-01-01,22:00,417,55,Delivered
O002984,C02314,R0112,March 3 2024,,834,21,Cancelled
O002985,C02216,R0263,,18:00,32,5,Delivered
O002986,C02193,R0076,01-02-2024,20:00,323,101,Delivered
O002987,C02234,R0296,01-02-2024,13:00,757,15,delivered
O002988,C00886,R0178,01-02-2024,22:00,-19,93,delivered
O002989,C00865,R0254,01-02-2024,12:00,1652,63,
O002990,C02822,R0001,,12:00,815,89,delivered
O002991,C00786,R0148,March 3 2024,13:00,1566,83,Cancelled
O002992,C00457,R0364,01-02-2024,,1763,-6,
O002993,C00345,R0159,March 3 2024,,265,-4,
O002994,C02783,R0324,2024-01-01,22:00,1748,54,delivered
O002995,C00554,R0474,March 3 2024,13:00,1016,1,
O002996,C01021,R0268,01-02-2024,20:00,225,14,
O002997,C00788,R0150,2024-01-01,22:00,1430,-1,delivered
O002998,C01820,R0129,2024-01-01,18:00,1249,22,Cancelled
O002999,C02984,R0126,2024-01-01,18:00,970,92,delivered
O003000,C00705,R0001,01-02-2024,13:00,1653,5,Delivered
O003001,C01128,R0387,March 3 2024,18:00,1150,61,
O003002,C02295,R0117,,13:00,1320,22,delivered
O003003,C00812,R0460,March 3 2024,20:00,1675,24,Cancelled
O003004,C00953,R0149,01-02-2024,,825,91,Cancelled
O003005,C00815,R0269,01-02-2024,20:00,69,65,
O003006,C01549,R0189,2024-01-01,13:00,1288,68,Delivered
O003007,C00144,R0141,March 3 2024,20:00,1155,6,delivered
O003008,C02778,R0105,01-02-2024,18:00,519,16,Delivered
O003009,C00863,R0466,01-02-2024,20:00,1156,103,delivered
O003010,C01217,R0252,,18:00,581,10,Cancelled
O003011,C02513,R0417,March 3 2024,,1984,6,Cancelled
O003012,C01808,R0390,2024-01-01,,1325,65,
O003013,C00375,R0281,2024-01-01,18:00,910,33,Delivered
O003014,C00677,R0407,2024-01-01,12:00,325,17,Cancelled
O003015,C02740,R0344,March 3 2024,20:00,1828,14,
O003016,C02677,R0101,01-02-2024,20:00,116,36,Cancelled
O003017,C01290,R0282,01-02-2024,13:00,509,90,delivered
O003018,C00556,R0388,,13:00,257,12,Delivered
O003019,C00863,R0358,,22:00,85,64,Delivered
O003020,C02122,R0163,01-02-2024,18:00,624,39,delivered
O003021,C02486,R0497,01-02-2024,,769,54,delivered
O003022,C00881,R0203,March 3 2024,,723,5,Delivered
O003023,C02274,R0100,,12:00,1667,113,
O003024,C01843,R0281,2024-01-01,18:00,1877,39,
O003025,C02356,R0404,2024-01-01,20:00,578,2,Cancelled
O003026,C00966,R0257,2024-01-01,22:00,1084,69,
O003027,C02396,R0094,2024-01-01,18:00,183,24,Delivered
O003028,C00476,R0324,01-02-2024,22:00,83,103,
O003029,C01339,R0279,01-02-2024,18:00,1519,21,delivered
O003030,C00525,R0227,March 3 2024,20:00,130,76,Delivered
O003031,C01449,R0362,2024-01-01,20:00,634,98,Cancelled
O003032,C02572,R0150,01-02-2024,18:00,57,55,Delivered
O003033,C00562,R0351,01-02-2024,,1241,84,Delivered
O003034,C00569,R0062,01-02-2024,,1108,86,
O003035,C01206,R0129,2024-01-01,12:00,975,36,
O003036,C00106,R0187,01-02-2024,20:00,926,107,
O003037,C02239,R0068,,13:00,1570,24,Cancelled
O003038,C01161,R0403,2024-01-01,12:00,1761,89,Cancelled
O003039,C00700,R0030,2024-01-01,18:00,939,53,Cancelled
O003040,C01144,R0385,,12:00,803,1,Cancelled
O003041,C02879,R0304,March 3 2024,13:00,788,109,delivered
O003042,C00072,R0275,March 3 2024,20:00,1190,33,Delivered
O003043,C00755,R0127,2024-01-01,20:00,1229,0,
O003044,C02505,R0436,2024-01-01,,929,78,Delivered
O003045,C00905,R0213,2024-01-01,20:00,1033,35,Delivered
O003046,C02527,R0406,,,42,48,Delivered
O003047,C00052,R0306,01-02-2024,13:00,1830,88,
O003048,C01004,R0450,,12:00,1590,41,Delivered
O003049,C02622,R0134,01-02-2024,18:00,106,37,delivered
O003050,C01288,R0448,01-02-2024,18:00,65,67,
O003051,C01263,R0405,March 3 2024,12:00,1897,91,delivered
O003052,C02941,R0481,,20:00,293,21,
O003053,C02303,R0403,,,20,79,Delivered
O003054,C00685,R0219,2024-01-01,18:00,312,65,Delivered
O003055,C01773,R0421,,20:00,1875,22,Delivered
O003056,C01631,R0319,01-02-2024,22:00,320,93,delivered
O003057,C02105,R0157,01-02-2024,22:00,1629,42,Delivered
O003058,C00950,R0188,,18:00,167,97,Cancelled
O003059,C02654,R0476,March 3 2024,12:00,1985,31,delivered
O003060,C01674,R0162,March 3 2024,12:00,1677,25,Cancelled
O003061,C02417,R0129,2024-01-01,12:00,98,14,
O003062,C02280,R0304,2024-01-01,20:00,-96,104,Cancelled
O003063,C01426,R0089,01-02-2024,22:00,1355,75,Cancelled
O003064,C02956,R0383,,20:00,888,-2,delivered
O003065,C01585,R0405,01-02-2024,13:00,1294,96,
O003066,C01047,R0162,01-02-2024,13:00,794,58,Cancelled
O003067,C02622,R0410,,18:00,1790,59,Delivered
O003068,C01291,R0036,01-02-2024,13:00,1831,118,Delivered
O003069,C02889,R0227,01-02-2024,12:00,549,20,
O003070,C02166,R0151,March 3 2024,18:00,1728,117,Cancelled
O003071,C01624,R0081,2024-01-01,22:00,478,91,delivered
O003072,C01177,R0047,March 3 2024,,-54,105,
O003073,C02316,R0490,2024-01-01,22:00,264,-7,
O003074,C02161,R0204,2024-01-01,13:00,-28,111,
O003075,C02214,R0428,2024-01-01,13:00,1182,51,
O003076,C02716,R0148,March 3 2024,22:00,1922,60,Delivered
O003077,C01032,R0231,,13:00,1977,81,delivered
O003078,C02762,R0027,01-02-2024,13:00,926,45,Delivered
O003079,C00431,R0490,,20:00,1444,56,
O003080,C01316,R0189,,,1443,52,delivered
O003081,C00893,R0165,2024-01-01,,420,30,Delivered
O003082,C01074,R0212,2024-01-01,22:00,300,54,Cancelled
O003083,C00107,R0308,March 3 2024,22:00,1587,86,Cancelled
O003084,C00745,R0075,March 3 2024,13:00,1891,25,
O003085,C02748,R0092,01-02-2024,12:00,1936,3,Cancelled
O003086,C01480,R0062,,20:00,553,36,delivered
O003087,C02371,R0066,,12:00,849,69,
O003088,C02357,R0408,01-02-2024,13:00,747,3,Cancelled
O003089,C02898,R0080,2024-01-01,22:00,1395,68,delivered
O003090,C00622,R0140,March 3 2024,12:00,834,105,Delivered
O003091,C00995,R0400,01-02-2024,,1295,-10,Delivered
O003092,C00145,R0420,,18:00,438,8,delivered
O003093,C02788,R0130,01-02-2024,12:00,-30,110,Cancelled
O003094,C00821,R0473,01-02-2024,22:00,1405,47,delivered
O003095,C00412,R0254,,,1654,66,delivered
O003096,C00114,R0446,,13:00,1725,104,delivered
O003097,C02623,R0320,March 3 2024,12:00,155,53,Delivered
O003098,C02447,R0029,March 3 2024,13:00,801,7,Delivered
O003099,C00124,R0476,,20:00,569,39,Delivered
O003100,C00086,R0202,March 3 2024,18:00,1783,57,Cancelled
O003101,C00047,R0237,March 3 2024,22:00,39,80,
O003102,C01900,R0087,March 3 2024,22:00,1346,5,Delivered
O003103,C02992,R0096,,13:00,-37,67,Delivered
O003104,C01573,R0287,2024-01-01,18:00,1194,45,delivered
O003105,C01739,R0339,2024-01-01,,1621,3,Cancelled
O003106,C02006,R0399,March 3 2024,22:00,767,98,delivered
O003107,C00804,R0439,2024-01-01,12:00,412,59,delivered
O003108,C02437,R0289,March 3 2024,22:00,930,51,delivered
O003109,C02624,R0252,2024-01-01,12:00,1316,32,delivered
O003110,C01990,R0465,2024-01-01,22:00,1994,46,Delivered
O003111,C02680,R0180,01-02-2024,12:00,767,91,Cancelled
O003112,C02762,R0100,March 3 2024,20:00,677,64,Delivered
O003113,C01070,R0404,2024-01-01,13:00,925,40,
O003114,C01192,R0073,2024-01-01,,258,56,delivered
O003115,C02670,R0422,01-02-2024,,1400,118,Delivered
O003116,C00046,R0131,2024-01-01,20:00,1838,69,Cancelled
O003117,C02772,R0182,01-02-2024,,1345,49,
O003118,C00540,R0194,2024-01-01,12:00,714,-8,Delivered
O003119,C00087,R0018,01-02-2024,,495,61,Delivered
O003120,C02851,R0471,01-02-2024,13:00,870,103,
O003121,C01409,R0126,,18:00,126,69,Cancelled
O003122,C00265,R0211,March 3 2024,12:00,716,100,
O003123,C00703,R0007,,,1890,43,
O003124,C01474,R0419,March 3 2024,22:00,1741,-9,delivered
O003125,C02280,R0380,2024-01-01,22:00,1964,18,delivered
O003126,C00186,R0114,March 3 2024,18:00,1812,5,
O003127,C00326,R0340,,20:00,1437,84,delivered
O003128,C01207,R0084,March 3 2024,12:00,1369,48,Cancelled
O003129,C00397,R0339,,22:00,1264,13,Delivered
O003130,C01505,R0361,March 3 2024,13:00,984,72,
O003131,C01427,R0464,2024-01-01,18:00,166,63,delivered
O003132,C01441,R0102,2024-01-01,20:00,1020,85,Cancelled
O003133,C01089,R0469,March 3 2024,20:00,1206,76,Cancelled
O003134,C00956,R0093,March 3 2024,13:00,1170,86,Cancelled
O003135,C00555,R0492,2024-01-01,,-66,83,
O003136,C02781,R0316,March 3 2024,13:00,685,83,delivered
O003137,C01041,R0102,01-02-2024,,-33,60,Cancelled
O003138,C02845,R0493,2024-01-01,18:00,88,42,delivered
O003139,C02439,R0251,2024-01-01,13:00,-60,103,Delivered
O003140,C00044,R0024,,22:00,507,118,Cancelled
O003141,C00901,R0485,,20:00,582,83,Cancelled
O003142,C01724,R0477,01-02-2024,,844,87,delivered
O003143,C00482,R0479,March 3 2024,13:00,846,107,delivered
O003144,C02037,R0365,01-02-2024,12:00,1231,23,delivered
O003145,C01287,R0500,March 3 2024,13:00,752,50,Delivered
O003146,C01198,R0167,,,873,91,
O003147,C01465,R0140,March 3 2024,20:00,656,50,delivered
O003148,C00566,R0094,,22:00,1594,-3,Cancelled
O003149,C02268,R0181,2024-01-01,13:00,1207,43,Delivered
O003150,C00772,R0064,2024-01-01,22:00,1542,35,delivered
O003151,C01219,R0004,March 3 2024,12:00,1869,107,delivered
O003152,C02457,R0094,,,1271,82,Cancelled
O003153,C00471,R0389,01-02-2024,20:00,1118,20,Cancelled
O003154,C01371,R0272,,18:00,1703,11,delivered
O003155,C02214,R0283,,20:00,383,46,Delivered
O003156,C00672,R0132,,,1907,93,delivered
O003157,C01175,R0072,2024-01-01,18:00,487,6,
O003158,C00111,R0304,,18:00,1271,78,Delivered
O003159,C02597,R0392,March 3 2024,20:00,1021,90,Cancelled
O003160,C01027,R0081,2024-01-01,,181,56,Cancelled
O003161,C00344,R0174,2024-01-01,18:00,529,45,Delivered
O003162,C01473,R0300,2024-01-01,,122,13,Delivered
O003163,C02380,R0451,,22:00,-21,14,Cancelled
O003164,C02312,R0475,01-02-2024,12:00,725,103,
O003165,C02131,R0052,,13:00,1251,-1,Delivered
O003166,C00777,R0290,,,925,25,Cancelled
O003167,C02972,R0446,01-02-2024,,1126,114,delivered
O003168,C02382,R0237,,18:00,736,107,Delivered
O003169,C01404,R0277,March 3 2024,,1943,47,
O003170,C00658,R0491,01-02-2024,,1364,72,Delivered
O003171,C01834,R0280,March 3 2024,18:00,354,71,
O003172,C01833,R0044,March 3 2024,20:00,1710,12,Cancelled
O003173,C00454,R0370,2024-01-01,,1966,39,Delivered
O003174,C02721,R0254,2024-01-01,22:00,1803,78,Delivered
O003175,C00741,R0425,01-02-2024,13:00,878,32,
O003176,C01770,R0413,,,332,85,
O003177,C02381,R0359,March 3 2024,18:00,1352,102,delivered
O003178,C02358,R0134,,22:00,151,103,
O003179,C02775,R0056,March 3 2024,13:00,1923,71,Cancelled
O003180,C01444,R0014,2024-01-01,20:00,695,85,Delivered
O003181,C01749,R0178,2024-01-01,,1746,35,
O003182,C02402,R0462,2024-01-01,18:00,120,93,delivered
O003183,C00824,R0101,01-02-2024,20:00,459,4,delivered
O003184,C00145,R0180,March 3 2024,,981,38,
O003185,C02007,R0472,,20:00,1641,64,delivered
O003186,C01068,R0461,March 3 2024,18:00,679,-5,Delivered
O003187,C01787,R0257,,22:00,535,44,Cancelled
O003188,C01410,R0268,,22:00,939,72,delivered
O003189,C01763,R0371,,20:00,1972,65,
O003190,C00910,R0362,March 3 2024,20:00,1324,4,
O003191,C00761,R0408,2024-01-01,,1703,0,Delivered
O003192,C02543,R0037,01-02-2024,12:00,1288,116,Cancelled
O003193,C01517,R0468,01-02-2024,13:00,1482,109,
O003194,C02690,R0454,2024-01-01,,1972,63,Cancelled
O003195,C00531,R0204,01-02-2024,20:00,357,40,delivered
O003196,C01360,R0469,,20:00,110,77,Delivered
O003197,C02028,R0259,01-02-2024,13:00,962,89,delivered
O003198,C02561,R0155,March 3 2024,18:00,576,54,Cancelled
O003199,C02178,R0238,2024-01-01,22:00,1313,6,
O003200,C01008,R0309,2024-01-01,18:00,805,27,
O003201,C01538,R0100,2024-01-01,13:00,1191,107,Delivered
O003202,C01274,R0273,2024-01-01,13:00,1417,113,delivered
O003203,C02782,R0113,March 3 2024,12:00,1553,26,Cancelled
O003204,C00947,R0110,,,989,75,
O003205,C01162,R0143,,,1310,100,
O003206,C01299,R0167,,,11,0,Delivered
O003207,C01002,R0260,01-02-2024,,1410,67,Delivered
O003208,C02512,R0145,,12:00,1844,102,delivered
O003209,C02189,R0230,01-02-2024,22:00,312,41,
O003210,C01968,R0395,March 3 2024,,859,58,delivered
O003211,C00882,R0268,01-02-2024,20:00,85,60,Cancelled
O003212,C01848,R0495,,13:00,1476,4,delivered
O003213,C02504,R0032,2024-01-01,12:00,-50,71,Delivered
O003214,C01976,R0411,March 3 2024,18:00,1069,-10,delivered
O003215,C02482,R0428,,,254,-1,Delivered
O003216,C01631,R0299,,12:00,1207,107,
O003217,C00173,R0219,,18:00,-65,31,Cancelled
O003218,C00473,R0177,March 3 2024,12:00,176,83,
O003219,C01447,R0104,2024-01-01,18:00,1619,103,delivered
O003220,C02965,R0236,2024-01-01,12:00,1248,30,
O003221,C02487,R0093,2024-01-01,12:00,1735,115,Delivered
O003222,C00498,R0201,,,788,113,
O003223,C02217,R0299,01-02-2024,22:00,303,1,Cancelled
O003224,C00989,R0387,,20:00,413,115,Delivered
O003225,C01606,R0231,2024-01-01,13:00,1169,87,Cancelled
O003226,C02609,R0413,March 3 2024,20:00,969,95,delivered
O003227,C02476,R0255,01-02-2024,22:00,1072,103,Cancelled
O003228,C00419,R0085,01-02-2024,,1950,102,Delivered
O003229,C01371,R0035,,18:00,932,47,Delivered
O003230,C02503,R0117,March 3 2024,20:00,413,103,Cancelled
O003231,C00714,R0176,01-02-2024,13:00,189,99,
O003232,C02250,R0458,2024-01-01,,-18,0,delivered
O003233,C00179,R0471,,13:00,1784,116,Delivered
O003234,C02105,R0423,,18:00,1483,72,delivered
O003235,C01930,R0473,2024-01-01,13:00,1569,29,
O003236,C00946,R0408,2024-01-01,22:00,1735,103,Cancelled
O003237,C02019,R0276,2024-01-01,20:00,849,83,Cancelled
O003238,C02549,R0399,01-02-2024,13:00,1215,88,Delivered
O003239,C00739,R0085,March 3 2024,20:00,547,57,Delivered
O003240,C01957,R0117,01-02-2024,12:00,165,-6,delivered
O003241,C00112,R0362,March 3 2024,20:00,760,114,
O003242,C00715,R0204,,18:00,-82,20,Cancelled
O003243,C01402,R0146,March 3 2024,22:00,270,14,delivered
O003244,C02925,R0444,2024-01-01,,1750,91,delivered
O003245,C01939,R0215,01-02-2024,13:00,518,70,delivered
O003246,C01382,R0105,2024-01-01,,542,68,
O003247,C00813,R0349,,22:00,1445,108,Cancelled
O003248,C00054,R0297,01-02-2024,20:00,1634,96,Cancelled
O003249,C01209,R0356,01-02-2024,13:00,716,-4,
O003250,C00037,R0069,2024-01-01,22:00,1730,92,
O003251,C01829,R0487,01-02-2024,18:00,763,40,delivered
O003252,C02911,R0474,2024-01-01,12:00,103,44,delivered
O003253,C02780,R0255,March 3 2024,12:00,1830,27,delivered
O003254,C01252,R0231,,18:00,1428,45,
O003255,C00810,R0203,2024-01-01,,428,81,Cancelled
O003256,C00023,R0362,,12:00,238,61,Cancelled
O003257,C01527,R0395,01-02-2024,18:00,1874,66,Cancelled
O003258,C00796,R0248,,20:00,1432,35,delivered
O003259,C00496,R0440,,,979,26,Cancelled
O003260,C00900,R0402,,,455,-8,delivered
O003261,C00425,R0396,01-02-2024,18:00,830,67,
O003262,C02748,R0249,March 3 2024,12:00,1053,66,Delivered
O003263,C02066,R0144,March 3 2024,20:00,-3,39,
O003264,C01983,R0283,March 3 2024,,692,96,delivered
O003265,C01469,R0356,2024-01-01,18:00,-21,20,Cancelled
O003266,C02675,R0401,2024-01-01,18:00,187,-4,Delivered
O003267,C01234,R0241,01-02-2024,,1669,46,Delivered
O003268,C01798,R0341,March 3 2024,,-30,25,Delivered
O003269,C02259,R0375,,20:00,162,75,
O003270,C00565,R0229,March 3 2024,,611,13,Delivered
O003271,C01430,R0031,2024-01-01,13:00,684,13,delivered
O003272,C01305,R0109,01-02-2024,12:00,109,45,delivered
O003273,C01857,R0419,March 3 2024,,214,66,
O003274,C00133,R0027,2024-01-01,13:00,1958,113,Cancelled
O003275,C00449,R0343,2024-01-01,20:00,974,17,Cancelled
O003276,C02312,R0160,,20:00,930,66,
O003277,C01831,R0017,March 3 2024,22:00,1846,67,Cancelled
O003278,C02159,R0267,,22:00,854,85,Cancelled
O003279,C00850,R0129,March 3 2024,20:00,1472,34,Delivered
O003280,C01262,R0220,01-02-2024,22:00,160,58,
O003281,C01481,R0082,March 3 2024,18:00,1435,88,
O003282,C00901,R0049,,13:00,99,109,Cancelled
O003283,C00759,R0041,,20:00,-11,57,Cancelled
O003284,C01540,R0020,2024-01-01,18:00,490,67,
O003285,C01900,R0327,March 3 2024,12:00,1835,64,delivered
O003286,C02909,R0037,March 3 2024,12:00,1144,72,
O003287,C02945,R0382,01-02-2024,22:00,-9,-9,Delivered
O003288,C00862,R0400,2024-01-01,22:00,1865,76,Cancelled
O003289,C01848,R0039,,18:00,-40,37,Delivered
O003290,C02241,R0109,March 3 2024,12:00,1795,54,
O003291,C00515,R0429,2024-01-01,,489,31,Cancelled
O003292,C02838,R0064,01-02-2024,20:00,135,48,
O003293,C00968,R0175,2024-01-01,,1980,70,
O003294,C01592,R0279,March 3 2024,13:00,685,8,Delivered
O003295,C00084,R0032,March 3 2024,22:00,997,97,Delivered
O003296,C00798,R0433,01-02-2024,18:00,-80,50,delivered
O003297,C02128,R0209,01-02-2024,,1788,109,Cancelled
O003298,C01602,R0379,01-02-2024,22:00,1077,119,
O003299,C00522,R0019,,18:00,1177,68,Cancelled
O003300,C01223,R0106,2024-01-01,12:00,1130,8,Delivered
O003301,C01595,R0482,2024-01-01,22:00,201,86,Cancelled
O003302,C00234,R0206,2024-01-01,,672,59,delivered
O003303,C01843,R0247,,18:00,967,83,
O003304,C02292,R0323,2024-01-01,18:00,318,113,
O003305,C01417,R0167,01-02-2024,,1440,56,
O003306,C01590,R0089,2024-01-01,22:00,-39,28,Delivered
O003307,C01470,R0316,,13:00,757,118,
O003308,C02897,R0011,,20:00,437,98,Delivered
O003309,C00393,R0049,2024-01-01,12:00,1240,40,delivered
O003310,C00009,R0399,,,1358,92,
O003311,C00613,R0384,,,1760,70,Cancelled
O003312,C01944,R0467,2024-01-01,22:00,595,95,Delivered
O003313,C02855,R0061,,22:00,717,40,Delivered
O003314,C00715,R0171,,13:00,1304,17,Cancelled
O003315,C01928,R0143,2024-01-01,12:00,819,19,Cancelled
O003316,C00110,R0207,01-02-2024,22:00,874,-3,delivered
O003317,C00834,R0486,01-02-2024,13:00,441,30,Delivered
O003318,C00266,R0463,,,1611,48,delivered
O003319,C01397,R0201,March 3 2024,20:00,689,23,Cancelled
O003320,C02032,R0005,March 3 2024,18:00,1980,60,
O003321,C00976,R0211,2024-01-01,20:00,480,105,Cancelled
O003322,C01619,R0472,2024-01-01,20:00,1941,27,Cancelled
O003323,C00955,R0029,01-02-2024,20:00,251,98,delivered
O003324,C02955,R0190,March 3 2024,20:00,973,106,delivered
O003325,C01670,R0188,2024-01-01,18:00,1931,11,Cancelled
O003326,C01350,R0325,March 3 2024,,1177,10,delivered
O003327,C02720,R0255,March 3 2024,12:00,1599,36,Delivered
O003328,C01575,R0150,,12:00,172,39,delivered
O003329,C02224,R0013,,,1782,108,delivered
O003330,C02573,R0434,March 3 2024,13:00,149,100,
O003331,C03000,R0372,01-02-2024,13:00,1160,17,
O003332,C01059,R0497,2024-01-01,22:00,131,26,
O003333,C01958,R0431,2024-01-01,20:00,856,40,Delivered
O003334,C02553,R0366,01-02-2024,20:00,533,-3,delivered
O003335,C00849,R0157,,18:00,141,103,delivered
O003336,C00963,R0080,,20:00,994,8,
O003337,C01826,R0356,01-02-2024,18:00,923,19,Delivered
O003338,C02520,R0273,01-02-2024,22:00,1202,25,delivered
O003339,C02571,R0148,,13:00,118,105,delivered
O003340,C02928,R0206,March 3 2024,13:00,596,96,delivered
O003341,C02322,R0114,,22:00,206,23,delivered
O003342,C02102,R0006,March 3 2024,22:00,1923,21,Delivered
O003343,C00888,R0278,2024-01-01,,213,31,
O003344,C00745,R0232,2024-01-01,20:00,1652,108,
O003345,C02325,R0137,March 3 2024,13:00,1716,3,Delivered
O003346,C02931,R0160,March 3 2024,12:00,1328,103,delivered
O003347,C01442,R0344,,22:00,1302,83,delivered
O003348,C02680,R0289,01-02-2024,13:00,180,20,Delivered
O003349,C01249,R0205,March 3 2024,13:00,1560,-2,Delivered
O003350,C02618,R0483,2024-01-01,18:00,-66,89,Cancelled
O003351,C00176,R0326,,13:00,259,59,Delivered
O003352,C00566,R0305,2024-01-01,22:00,1613,13,delivered
O003353,C02819,R0360,,20:00,1834,87,Delivered
O003354,C01688,R0158,01-02-2024,13:00,307,54,
O003355,C01409,R0358,01-02-2024,12:00,1484,89,delivered
O003356,C00262,R0400,2024-01-01,22:00,479,39,Delivered
O003357,C00531,R0449,March 3 2024,20:00,505,9,Delivered
O003358,C01878,R0106,March 3 2024,,1307,48,Delivered
O003359,C01395,R0082,2024-01-01,20:00,1992,48,delivered
O003360,C01707,R0342,March 3 2024,22:00,36,79,Delivered
O003361,C02939,R0474,March 3 2024,,878,73,Delivered
O003362,C01221,R0270,2024-01-01,20:00,719,54,
O003363,C00948,R0440,2024-01-01,12:00,1384,66,Cancelled
O003364,C00585,R0421,01-02-2024,13:00,366,47,
O003365,C02863,R0049,2024-01-01,22:00,737,89,Cancelled
O003366,C01621,R0206,01-02-2024,13:00,874,112,
O003367,C02350,R0218,01-02-2024,13:00,522,33,Delivered
O003368,C01156,R0306,,20:00,1822,114,Delivered
O003369,C01752,R0164,March 3 2024,22:00,991,41,delivered
O003370,C02676,R0436,2024-01-01,13:00,1633,111,delivered
O003371,C02621,R0279,March 3 2024,18:00,1699,1,
O003372,C02577,R0322,,12:00,915,27,
O003373,C02082,R0231,2024-01-01,,1648,79,Cancelled
O003374,C00532,R0199,2024-01-01,20:00,584,93,delivered
O003375,C01232,R0487,,22:00,1356,78,
O003376,C01994,R0429,March 3 2024,22:00,268,1,Delivered
O003377,C01698,R0371,01-02-2024,20:00,250,78,
O003378,C01546,R0214,,13:00,1149,25,Cancelled
O003379,C01438,R0284,,20:00,1851,5,delivered
O003380,C00371,R0486,2024-01-01,22:00,417,102,delivered
O003381,C00409,R0276,01-02-2024,18:00,1244,52,Delivered
O003382,C01407,R0433,,13:00,-79,32,delivered
O003383,C01902,R0185,March 3 2024,,78,8,delivered
O003384,C01471,R0210,,20:00,1032,45,Cancelled
O003385,C00617,R0121,March 3 2024,22:00,1379,32,delivered
O003386,C00071,R0216,2024-01-01,,1490,37,
O003387,C00084,R0097,,22:00,1152,29,Delivered
O003388,C02257,R0443,March 3 2024,22:00,837,23,delivered
O003389,C00259,R0119,2024-01-01,18:00,430,99,
O003390,C01326,R0365,2024-01-01,13:00,1820,102,Delivered
O003391,C00932,R0282,2024-01-01,20:00,858,102,Delivered
O003392,C02330,R0403,,13:00,971,118,Cancelled
O003393,C00394,R0496,2024-01-01,22:00,1388,8,delivered
O003394,C02466,R0106,2024-01-01,18:00,571,-10,Delivered
O003395,C01335,R0397,March 3 2024,,1833,109,Delivered
O003396,C02907,R0458,2024-01-01,18:00,1196,77,Delivered
O003397,C01930,R0318,,22:00,1531,92,Delivered
