delivery_id,order_id,delivery_partner,distance,delivery_status
D001589,O001589,Kiran,11,delivered
D001590,O001590,Kiran,0,Cancelled
D001591,O001591,Kiran,0,delivered
D001592,O001592,Ravi,18,delivered
D001593,O001593,Amit,5,Delivered
D001594,O001594,Amit,0,Cancelled
D001595,O001595,Amit,-4,Cancelled
D001596,O001596,Amit,-3,Delivered
D001597,O001597,,-4,
D001598,O001598,Kiran,-3,
D001599,O001599,Kiran,-5,Cancelled
D001600,O001600,Kiran,1,
D001601,O001601,John,15,Cancelled
D001602,O001602,Amit,10,
D001603,O001603,,19,delivered
D001604,O001604,,10,
D001605,O001605,John,17,
D001606,O001606,John,11,delivered
D001607,O001607,Kiran,-5,Delivered
D001608,O001608,Kiran,12,delivered
D001609,O001609,Kiran,1,
D001610,O001610,Kiran,17,Cancelled
D001611,O001611,Kiran,3,Cancelled
D001612,O001612,Amit,-3,
D001613,O001613,,10,Delivered
D001614,O001614,Amit,-3,Cancelled
D001615,O001615,,18,Delivered
D001616,O001616,Ravi,0,Cancelled
D001617,O001617,Ravi,13,Delivered
D001618,O001618,Ravi,18,Cancelled
D001619,O001619,,8,Cancelled
D001620,O001620,John,-3,Cancelled
D001621,O001621,Amit,0,Cancelled
D001622,O001622,John,11,
D001623,O001623,,-2,Cancelled
D001624,O001624,Kiran,16,Delivered
D001625,O001625,John,15,Delivered
D001626,O001626,,-2,delivered
D001627,O001627,Ravi,4,Delivered
D001628,O001628,Kiran,9,Cancelled
D001629,O001629,Ravi,11,Delivered
D001630,O001630,John,14,Cancelled
D001631,O001631,John,11,Cancelled
D001632,O001632,Amit,5,delivered
D001633,O001633,Amit,-2,
D001634,O001634,,7,Delivered
D001635,O001635,John,13,Delivered
D001636,O001636,Ravi,8,Cancelled
D001637,O001637,Amit,17,Delivered
D001638,O001638,Ravi,5,Delivered
D001639,O001639,,16,
D001640,O001640,Ravi,0,Delivered
D001641,O001641,Ravi,10,Cancelled
D001642,O001642,Kiran,5,
D001643,O001643,,13,Delivered
D001644,O001644,Amit,0,Cancelled
D001645,O001645,Kiran,6,Cancelled
D001646,O001646,John,13,Delivered
D001647,O001647,John,17,
D001648,O001648,Amit,12,delivered
D001649,O001649,,8,Cancelled
D001650,O001650,John,3,Delivered
D001651,O001651,John,4,delivered
D001652,O001652,John,9,Cancelled
D001653,O001653,,12,
D001654,O001654,John,11,delivered
D001655,O001655,Amit,14,Delivered
D001656,O001656,Amit,7,delivered
D001657,O001657,Amit,18,delivered
D001658,O001658,Kiran,10,Cancelled
D001659,O001659,Amit,1,Cancelled
D001660,O001660,Ravi,0,Delivered
D001661,O001661,John,7,
D001662,O001662,Amit,6,Cancelled
D001663,O001663,,17,delivered
D001664,O001664,,9,delivered
D001665,O001665,,-2,Delivered
D001666,O001666,Kiran,18,Cancelled
D001667,O001667,,6,
D001668,O001668,Kiran,14,Cancelled
D001669,O001669,John,4,Delivered
D001670,O001670,Ravi,2,
D001671,O001671,,8,Cancelled
D001672,O001672,,8,delivered
D001673,O001673,Kiran,15,Delivered
D001674,O001674,Kiran,19,
D001675,O001675,Ravi,1,
D001676,O001676,Amit,4,Cancelled
D001677,O001677,Kiran,4,
D001678,O001678,Ravi,16,delivered
D001679,O001679,John,12,
D001680,O001680,,16,Delivered
D001681,O001681,,11,delivered
D001682,O001682,Ravi,12,delivered
D001683,O001683,Ravi,8,Cancelled
D001684,O001684,,-1,delivered
D001685,O001685,Kiran,1,
D001686,O001686,Amit,11,
D001687,O001687,John,-4,Cancelled
D001688,O001688,Amit,-2,
D001689,O001689,Amit,3,
D001690,O001690,Amit,2,delivered
D001691,O001691,,19,Cancelled
D001692,O001692,Amit,-2,Cancelled
D001693,O001693,Kiran,5,
D001694,O001694,Kiran,1,
D001695,O001695,Kiran,5,Delivered
D001696,O001696,Ravi,-3,Cancelled
D001697,O001697,John,6,delivered
D001698,O001698,Kiran,2,
D001699,O001699,Amit,1,Delivered
D001700,O001700,Ravi,18,Delivered
D001701,O001701,,19,delivered
D001702,O001702,Kiran,16,
D001703,O001703,Amit,7,delivered
D001704,O001704,Amit,-2,
D001705,O001705,,13,Delivered
D001706,O001706,Ravi,-3,
D001707,O001707,Amit,5,Delivered
D001708,O001708,John,0,Cancelled
D001709,O001709,Kiran,10,Delivered
D001710,O001710,Ravi,18,delivered
D001711,O001711,Kiran,2,Delivered
D001712,O001712,Kiran,5,
D001713,O001713,,18,delivered
D001714,O001714,John,3,delivered
D001715,O001715,John,-5,Cancelled
D001716,O001716,,1,Cancelled
D001717,O001717,Kiran,4,Cancelled
D001718,O001718,John,3,delivered
D001719,O001719,Kiran,7,delivered
D001720,O001720,Ravi,12,
D001721,O001721,,10,delivered
D001722,O001722,,-2,Cancelled
D001723,O001723,John,0,Delivered
D001724,O001724,Ravi,14,
D001725,O001725,Kiran,3,
D001726,O001726,John,6,Delivered
D001727,O001727,Kiran,6,
D001728,O001728,Ravi,-5,Cancelled
D001729,O001729,Amit,3,Cancelled
D001730,O001730,John,4,
D001731,O001731,John,11,
D001732,O001732,,-5,
D001733,O001733,Amit,15,delivered
D001734,O001734,John,-5,delivered
D001735,O001735,Kiran,4,delivered
D001736,O001736,Ravi,3,Delivered
D001737,O001737,Amit,16,Delivered
D001738,O001738,,3,Cancelled
D001739,O001739,,-1,
D001740,O001740,Kiran,16,
D001741,O001741,Ravi,-4,
D001742,O001742,,8,Cancelled
D001743,O001743,,6,delivered
D001744,O001744,Ravi,10,Delivered
D001745,O001745,Amit,10,Delivered
D001746,O001746,John,3,Cancelled
D001747,O001747,John,13,
D001748,O001748,Ravi,15,
D001749,O001749,Ravi,18,Delivered
D001750,O001750,Ravi,15,delivered
D001751,O001751,Kiran,14,Delivered
D001752,O001752,Kiran,14,delivered
D001753,O001753,Ravi,15,delivered
D001754,O001754,Kiran,13,delivered
D001755,O001755,John,4,delivered
D001756,O001756,Ravi,5,
D001757,O001757,John,14,Delivered
D001758,O001758,John,-1,Delivered
D001759,O001759,Kiran,14,delivered
D001760,O001760,,10,Cancelled
D001761,O001761,,13,
D001762,O001762,Amit,6,Cancelled
D001763,O001763,Amit,11,delivered
D001764,O001764,,-4,delivered
D001765,O001765,Ravi,3,Cancelled
D001766,O001766,,12,Delivered
D001767,O001767,Kiran,-4,Delivered
D001768,O001768,,15,Cancelled
D001769,O001769,Ravi,4,delivered
D001770,O001770,Ravi,3,
D001771,O001771,Amit,-3,delivered
D001772,O001772,Amit,3,Delivered
D001773,O001773,Ravi,-2,Delivered
D001774,O001774,John,7,delivered
D001775,O001775,Amit,13,Delivered
D001776,O001776,Kiran,15,Cancelled
D001777,O001777,John,6,Cancelled
D001778,O001778,Kiran,6,Delivered
D001779,O001779,Kiran,17,delivered
D001780,O001780,Ravi,9,Cancelled
D001781,O001781,John,17,Delivered
D001782,O001782,Amit,6,Delivered
D001783,O001783,Ravi,-4,
D001784,O001784,,6,delivered
D001785,O001785,Amit,1,Delivered
D001786,O001786,,1,Cancelled
D001787,O001787,Ravi,12,Delivered
D001788,O001788,Kiran,19,delivered
D001789,O001789,Kiran,18,Delivered
D001790,O001790,John,6,Cancelled
D001791,O001791,Amit,12,Cancelled
D001792,O001792,,0,Delivered
D001793,O001793,,2,
D001794,O001794,John,19,delivered
D001795,O001795,Amit,11,Cancelled
D001796,O001796,Kiran,9,delivered
D001797,O001797,Ravi,6,delivered
D001798,O001798,John,1,Cancelled
D001799,O001799,Ravi,15,Delivered
D001800,O001800,Ravi,19,delivered
D001801,O001801,John,7,Delivered
D001802,O001802,,6,
D001803,O001803,Amit,10,
D001804,O001804,,19,delivered
D001805,O001805,Kiran,13,Cancelled
D001806,O001806,Amit,4,delivered
D001807,O001807,John,17,Delivered
D001808,O001808,John,10,Delivered
D001809,O001809,John,6,delivered
D001810,O001810,Ravi,-3,delivered
D001811,O001811,John,-2,delivered
D001812,O001812,Kiran,18,
D001813,O001813,Kiran,-5,Cancelled
D001814,O001814,John,-2,Delivered
D001815,O001815,Amit,-2,
D001816,O001816,Kiran,-3,
D001817,O001817,Amit,12,delivered
D001818,O001818,Amit,18,Delivered
D001819,O001819,Amit,16,Delivered
D001820,O001820,John,12,Delivered
D001821,O001821,Ravi,2,Delivered
D001822,O001822,John,2,delivered
D001823,O001823,Kiran,1,
D001824,O001824,Kiran,2,
D001825,O001825,Kiran,19,
D001826,O001826,Kiran,10,
D001827,O001827,Ravi,-3,Delivered
D001828,O001828,Amit,9,Delivered
D001829,O001829,John,12,Cancelled
D001830,O001830,Kiran,5,delivered
D001831,O001831,Amit,17,Delivered
D001832,O001832,John,-4,Delivered
D001833,O001833,Ravi,13,delivered
D001834,O001834,,10,delivered
D001835,O001835,Ravi,0,Delivered
D001836,O001836,,3,
D001837,O001837,Kiran,9,Cancelled
D001838,O001838,Amit,3,Cancelled
D001839,O001839,Amit,4,delivered
D001840,O001840,John,-4,
D001841,O001841,,9,delivered
D001842,O001842,,-5,Cancelled
D001843,O001843,John,0,Cancelled
D001844,O001844,Amit,17,
D001845,O001845,Amit,18,Cancelled
D001846,O001846,John,7,Cancelled
D001847,O001847,,14,
D001848,O001848,Kiran,1,Cancelled
D001849,O001849,John,19,delivered
D001850,O001850,Amit,11,delivered
D001851,O001851,Kiran,13,delivered
D001852,O001852,Kiran,15,delivered
D001853,O001853,,17,Delivered
D001854,O001854,John,15,Cancelled
D001855,O001855,Kiran,11,Cancelled
D001856,O001856,Ravi,-5,delivered
D001857,O001857,Kiran,11,Cancelled
D001858,O001858,Kiran,18,Delivered
D001859,O001859,Kiran,1,Delivered
D001860,O001860,John,-3,Delivered
D001861,O001861,,-2,
D001862,O001862,,8,delivered
D001863,O001863,Ravi,18,Cancelled
D001864,O001864,Ravi,6,Delivered
D001865,O001865,Kiran,1,Delivered
D001866,O001866,Kiran,17,Cancelled
D001867,O001867,Kiran,8,Cancelled
D001868,O001868,Ravi,16,
D001869,O001869,,19,Delivered
D001870,O001870,Ravi,16,Delivered
D001871,O001871,,7,
D001872,O001872,Ravi,11,
D001873,O001873,,-1,Cancelled
D001874,O001874,Ravi,2,delivered
D001875,O001875,,5,Cancelled
D001876,O001876,John,16,
D001877,O001877,John,9,delivered
D001878,O001878,Amit,15,
D001879,O001879,,9,Delivered
D001880,O001880,,19,
D001881,O001881,,17,delivered
D001882,O001882,Amit,7,delivered
D001883,O001883,Ravi,1,Delivered
D001884,O001884,John,11,Delivered
D001885,O001885,Amit,12,delivered
D001886,O001886,John,6,Cancelled
D001887,O001887,Kiran,9,
D001888,O001888,Amit,-1,Cancelled
D001889,O001889,Amit,13,Delivered
D001890,O001890,John,2,
D001891,O001891,,-2,
D001892,O001892,Kiran,17,Delivered
D001893,O001893,John,-1,Cancelled
D001894,O001894,Amit,16,Cancelled
D001895,O001895,,17,Delivered
D001896,O001896,Kiran,2,Cancelled
D001897,O001897,,13,delivered
D001898,O001898,John,13,Delivered
D001899,O001899,,-4,delivered
D001900,O001900,Amit,0,delivered
D001901,O001901,Amit,12,delivered
D001902,O001902,Ravi,11,
D001903,O001903,Kiran,11,delivered
D001904,O001904,John,19,Cancelled
D001905,O001905,,11,Delivered
D001906,O001906,Amit,9,Cancelled
D001907,O001907,Ravi,1,delivered
D001908,O001908,John,-1,delivered
D001909,O001909,Amit,16,delivered
D001910,O001910,John,19,delivered
D001911,O001911,Amit,13,Delivered
D001912,O001912,John,16,Delivered
D001913,O001913,Amit,1,
D001914,O001914,,-4,Delivered
D001915,O001915,Kiran,9,delivered
D001916,O001916,Amit,16,
D001917,O001917,John,8,delivered
D001918,O001918,Amit,0,
D001919,O001919,Ravi,15,Delivered
D001920,O001920,,1,Delivered
D001921,O001921,Ravi,3,Delivered
D001922,O001922,John,17,
D001923,O001923,Amit,-4,Cancelled
D001924,O001924,Amit,14,delivered
D001925,O001925,Ravi,-5,Delivered
D001926,O001926,Kiran,12,Delivered
D001927,O001927,,19,delivered
D001928,O001928,Amit,6,Cancelled
D001929,O001929,Amit,1,delivered
D001930,O001930,John,18,Delivered
D001931,O001931,Ravi,18,Delivered
D001932,O001932,John,5,Cancelled
D001933,O001933,,6,
D001934,O001934,Amit,12,Cancelled
D001935,O001935,Ravi,-1,delivered
D001936,O001936,Ravi,-5,Delivered
D001937,O001937,Ravi,19,Cancelled
D001938,O001938,,15,Delivered
D001939,O001939,Kiran,-5,
D001940,O001940,Kiran,17,Cancelled
D001941,O001941,Kiran,3,Cancelled
D001942,O001942,John,-5,Delivered
D001943,O001943,John,6,
D001944,O001944,,11,Delivered
D001945,O001945,Ravi,10,delivered
D001946,O001946,Kiran,11,delivered
D001947,O001947,Amit,1,
D001948,O001948,Kiran,-3,delivered
D001949,O001949,,19,Delivered
D001950,O001950,Kiran,3,Cancelled
D001951,O001951,Amit,17,delivered
D001952,O001952,Amit,-3,
D001953,O001953,Amit,10,
D001954,O001954,,10,Delivered
D001955,O001955,Kiran,4,delivered
D001956,O001956,,2,delivered
D001957,O001957,Amit,10,delivered
D001958,O001958,Kiran,10,
D001959,O001959,John,0,
D001960,O001960,,-2,
D001961,O001961,John,18,Cancelled
D001962,O001962,John,9,Delivered
D001963,O001963,Ravi,-3,Cancelled
D001964,O001964,Amit,11,
D001965,O001965,John,9,delivered
D001966,O001966,,14,delivered
D001967,O001967,Amit,3,Cancelled
D001968,O001968,Amit,17,
D001969,O001969,,7,
D001970,O001970,Kiran,-5,
D001971,O001971,,6,delivered
D001972,O001972,Kiran,11,delivered
D001973,O001973,Amit,8,
D001974,O001974,,-5,Cancelled
D001975,O001975,John,16,Delivered
D001976,O001976,,4,delivered
D001977,O001977,John,8,delivered
D001978,O001978,John,19,Delivered
D001979,O001979,Amit,9,
D001980,O001980,Kiran,5,Cancelled
D001981,O001981,Kiran,13,Cancelled
D001982,O001982,John,5,
D001983,O001983,Kiran,13,delivered
D001984,O001984,,17,
D001985,O001985,John,5,delivered
D001986,O001986,John,16,Cancelled
D001987,O001987,Ravi,19,delivered
D001988,O001988,,13,Cancelled
D001989,O001989,Kiran,1,Cancelled
D001990,O001990,Kiran,1,Cancelled
D001991,O001991,Ravi,19,delivered
D001992,O001992,,0,
D001993,O001993,Amit,3,Cancelled
D001994,O001994,Amit,16,
D001995,O001995,,12,Delivered
D001996,O001996,Kiran,0,Delivered
D001997,O001997,Amit,8,Cancelled
D001998,O001998,Amit,15,Delivered
D001999,O001999,Kiran,16,Cancelled
D002000,O002000,,3,delivered
D002001,O002001,Ravi,16,delivered
D002002,O002002,,15,delivered
D002003,O002003,Ravi,15,
D002004,O002004,,-3,Cancelled
D002005,O002005,Amit,15,Cancelled
D002006,O002006,John,15,
D002007,O002007,John,-3,
D002008,O002008,Kiran,17,Delivered
D002009,O002009,,2,Delivered
D002010,O002010,,6,delivered
D002011,O002011,Kiran,17,
D002012,O002012,Kiran,12,
D002013,O002013,Ravi,17,
D002014,O002014,Ravi,-5,Cancelled
D002015,O002015,John,13,Delivered
D002016,O002016,Amit,6,
D002017,O002017,,14,delivered
D002018,O002018,John,16,Cancelled
D002019,O002019,John,10,
D002020,O002020,Amit,3,Delivered
D002021,O002021,John,19,
D002022,O002022,John,0,Delivered
D002023,O002023,Amit,19,Delivered
D002024,O002024,John,0,Delivered
D002025,O002025,,1,delivered
D002026,O002026,Kiran,8,delivered
D002027,O002027,Amit,10,Delivered
D002028,O002028,Kiran,16,Cancelled
D002029,O002029,,-3,
D002030,O002030,John,-5,Cancelled
D002031,O002031,John,14,Cancelled
D002032,O002032,John,11,
D002033,O002033,Kiran,-5,delivered
D002034,O002034,Ravi,-1,Cancelled
D002035,O002035,Kiran,18,Cancelled
D002036,O002036,Ravi,11,
D002037,O002037,Kiran,-1,Cancelled
D002038,O002038,,5,Cancelled
D002039,O002039,Kiran,18,delivered
D002040,O002040,Kiran,-3,Cancelled
D002041,O002041,Amit,16,Delivered
D002042,O002042,John,17,delivered
D002043,O002043,John,4,
D002044,O002044,John,18,
D002045,O002045,Ravi,8,
D002046,O002046,,13,Cancelled
D002047,O002047,Ravi,5,
D002048,O002048,Amit,-5,Delivered
D002049,O002049,Amit,6,delivered
D002050,O002050,Kiran,18,Delivered
D002051,O002051,Amit,14,
D002052,O002052,Amit,-4,Cancelled
D002053,O002053,,-5,Cancelled
D002054,O002054,Amit,9,
D002055,O002055,Kiran,7,
D002056,O002056,John,16,
D002057,O002057,Ravi,7,Cancelled
D002058,O002058,Ravi,7,Delivered
D002059,O002059,Ravi,11,delivered
D002060,O002060,Kiran,0,
D002061,O002061,,6,Delivered
D002062,O002062,Kiran,9,Delivered
D002063,O002063,Ravi,18,Delivered
D002064,O002064,Kiran,-3,
D002065,O002065,Kiran,16,Cancelled
D002066,O002066,Kiran,0,Delivered
D002067,O002067,John,15,Delivered
D002068,O002068,Kiran,-3,Delivered
D002069,O002069,,6,delivered
D002070,O002070,John,5,Delivered
D002071,O002071,Kiran,0,Delivered
D002072,O002072,Amit,5,Cancelled
D002073,O002073,Ravi,11,Delivered
D002074,O002074,John,-2,Delivered
D002075,O002075,Amit,5,
D002076,O002076,Ravi,7,Cancelled
D002077,O002077,,18,Delivered
D002078,O002078,Amit,10,Delivered
D002079,O002079,,0,delivered
D002080,O002080,,14,delivered
D002081,O002081,Amit,0,Delivered
D002082,O002082,Amit,11,delivered
D002083,O002083,John,-3,Delivered
D002084,O002084,,1,
D002085,O002085,Amit,-5,delivered
D002086,O002086,,6,
D002087,O002087,Kiran,12,Delivered
D002088,O002088,Kiran,7,delivered
D002089,O002089,Kiran,-3,Delivered
D002090,O002090,,14,Cancelled
D002091,O002091,,0,
D002092,O002092,Amit,8,Cancelled
D002093,O002093,Amit,8,
D002094,O002094,John,3,Delivered
D002095,O002095,John,7,delivered
D002096,O002096,John,-5,Cancelled
D002097,O002097,Ravi,-2,delivered
D002098,O002098,Kiran,7,delivered
D002099,O002099,,14,Cancelled
D002100,O002100,Kiran,0,Cancelled
D002101,O002101,,-5,delivered
D002102,O002102,Ravi,8,Delivered
D002103,O002103,,19,Cancelled
D002104,O002104,John,-5,Delivered
D002105,O002105,Kiran,4,Delivered
D002106,O002106,Kiran,11,Cancelled
D002107,O002107,Kiran,13,Delivered
D002108,O002108,Ravi,11,
D002109,O002109,Kiran,14,Delivered
D002110,O002110,Amit,1,Delivered
D002111,O002111,John,3,Delivered
D002112,O002112,John,6,delivered
D002113,O002113,,14,Delivered
D002114,O002114,Ravi,16,Delivered
D002115,O002115,,7,Delivered
D002116,O002116,,-4,Delivered
D002117,O002117,John,17,delivered
D002118,O002118,Amit,6,delivered
D002119,O002119,Ravi,18,delivered
D002120,O002120,Ravi,13,Cancelled
D002121,O002121,Ravi,11,Cancelled
D002122,O002122,Amit,-4,delivered
D002123,O002123,Ravi,-4,Cancelled
D002124,O002124,Kiran,0,delivered
D002125,O002125,Amit,1,Delivered
D002126,O002126,,-1,delivered
D002127,O002127,Kiran,6,delivered
D002128,O002128,,5,Cancelled
D002129,O002129,Ravi,4,delivered
D002130,O002130,Amit,11,
D002131,O002131,Kiran,15,Delivered
D002132,O002132,Amit,2,delivered
D002133,O002133,Amit,4,delivered
D002134,O002134,Amit,6,delivered
D002135,O002135,,-4,delivered
D002136,O002136,Amit,2,Cancelled
D002137,O002137,Ravi,0,Cancelled
D002138,O002138,Kiran,-5,
D002139,O002139,John,7,Cancelled
D002140,O002140,Amit,8,
D002141,O002141,Kiran,4,
D002142,O002142,,3,delivered
D002143,O002143,,5,
D002144,O002144,Amit,10,Delivered
D002145,O002145,Amit,2,Cancelled
D002146,O002146,Ravi,9,
D002147,O002147,John,15,Delivered
D002148,O002148,Amit,8,Cancelled
D002149,O002149,Amit,-2,Delivered
D002150,O002150,Ravi,6,delivered
D002151,O002151,,11,delivered
D002152,O002152,John,12,Cancelled
D002153,O002153,,15,
D002154,O002154,Amit,-1,Delivered
D002155,O002155,John,2,delivered
D002156,O002156,Amit,15,
D002157,O002157,Ravi,-1,delivered
D002158,O002158,Ravi,-3,delivered
D002159,O002159,,17,
D002160,O002160,Kiran,16,Cancelled
D002161,O002161,,10,
D002162,O002162,John,15,Delivered
D002163,O002163,Ravi,-4,Cancelled
D002164,O002164,,-2,Delivered
D002165,O002165,Ravi,-3,Cancelled
D002166,O002166,Kiran,6,delivered
D002167,O002167,,17,
D002168,O002168,Ravi,3,Delivered
D002169,O002169,Amit,13,Cancelled
D002170,O002170,Kiran,17,delivered
D002171,O002171,Amit,7,delivered
D002172,O002172,John,8,
D002173,O002173,Kiran,3,
D002174,O002174,Ravi,-1,Delivered
D002175,O002175,Amit,2,Cancelled
D002176,O002176,John,18,delivered
D002177,O002177,Amit,17,Delivered
D002178,O002178,Kiran,-5,Delivered
D002179,O002179,Amit,15,delivered
D002180,O002180,Amit,10,Cancelled
D002181,O002181,,7,Delivered
D002182,O002182,Ravi,4,
D002183,O002183,Amit,3,delivered
D002184,O002184,,10,delivered
D002185,O002185,Ravi,3,delivered
D002186,O002186,Kiran,6,Cancelled
D002187,O002187,Kiran,16,Cancelled
D002188,O002188,,18,Delivered
D002189,O002189,,-2,Delivered
D002190,O002190,Kiran,3,delivered
D002191,O002191,John,12,Delivered
D002192,O002192,Ravi,10,delivered
D002193,O002193,Ravi,-4,
D002194,O002194,,8,Delivered
D002195,O002195,Ravi,17,Cancelled
D002196,O002196,John,-2,Cancelled
D002197,O002197,Ravi,5,delivered
D002198,O002198,,-2,
D002199,O002199,Amit,-4,Delivered
D002200,O002200,Amit,9,Delivered
D002201,O002201,,19,
D002202,O002202,Amit,12,
D002203,O002203,Ravi,3,Delivered
D002204,O002204,,6,delivered
D002205,O002205,,15,Delivered
D002206,O002206,,-1,
D002207,O002207,Amit,1,Cancelled
D002208,O002208,Kiran,6,Delivered
D002209,O002209,Amit,-1,
D002210,O002210,,16,Cancelled
D002211,O002211,Ravi,13,Delivered
D002212,O002212,Kiran,-3,delivered
D002213,O002213,,9,delivered
D002214,O002214,Amit,13,Delivered
D002215,O002215,John,11,Delivered
D002216,O002216,,-3,Cancelled
D002217,O002217,Ravi,14,delivered
D002218,O002218,John,9,
D002219,O002219,John,0,Delivered
D002220,O002220,Amit,5,delivered
D002221,O002221,Amit,8,delivered
D002222,O002222,Kiran,-2,Delivered
D002223,O002223,,-3,Delivered
D002224,O002224,Kiran,2,
D002225,O002225,Kiran,15,Delivered
D002226,O002226,John,-3,
D002227,O002227,Amit,-2,Delivered
D002228,O002228,John,-2,Cancelled
D002229,O002229,,8,Delivered
D002230,O002230,Kiran,6,Cancelled
D002231,O002231,Kiran,-3,Delivered
D002232,O002232,,19,delivered
D002233,O002233,Kiran,14,Delivered
D002234,O002234,Amit,2,Cancelled
D002235,O002235,Amit,19,Delivered
D002236,O002236,Kiran,17,Delivered
D002237,O002237,,13,delivered
D002238,O002238,John,8,delivered
D002239,O002239,Kiran,-5,Cancelled
D002240,O002240,Ravi,19,Delivered
D002241,O002241,Amit,14,Delivered
D002242,O002242,Ravi,8,delivered
D002243,O002243,Ravi,13,Cancelled
D002244,O002244,Ravi,1,Delivered
D002245,O002245,Kiran,7,Cancelled
D002246,O002246,Kiran,19,Cancelled
D002247,O002247,Ravi,17,Cancelled
D002248,O002248,Kiran,3,delivered
D002249,O002249,Ravi,17,
D002250,O002250,Ravi,10,delivered
D002251,O002251,John,10,Delivered
D002252,O002252,John,2,Cancelled
D002253,O002253,John,2,Cancelled
D002254,O002254,,18,Cancelled
D002255,O002255,Amit,12,Delivered
D002256,O002256,Kiran,-4,Delivered
D002257,O002257,John,-4,Cancelled
D002258,O002258,Amit,17,Cancelled
D002259,O002259,Amit,18,Cancelled
D002260,O002260,Kiran,4,Delivered
D002261,O002261,,11,Cancelled
D002262,O002262,Ravi,2,Cancelled
D002263,O002263,John,2,delivered
D002264,O002264,,-1,Cancelled
D002265,O002265,Kiran,-3,delivered
D002266,O002266,,-5,Cancelled
D002267,O002267,Amit,14,delivered
D002268,O002268,,1,delivered
D002269,O002269,John,1,Delivered
D002270,O002270,,7,Cancelled
D002271,O002271,,15,Cancelled
D002272,O002272,Amit,0,Cancelled
D002273,O002273,,7,delivered
D002274,O002274,Amit,19,Delivered
D002275,O002275,John,17,
D002276,O002276,John,-4,delivered
D002277,O002277,Ravi,-4,
D002278,O002278,Ravi,-4,delivered
D002279,O002279,Amit,9,delivered
D002280,O002280,Ravi,9,Cancelled
D002281,O002281,Ravi,12,delivered
D002282,O002282,Kiran,-1,delivered
D002283,O002283,Ravi,8,Delivered
D002284,O002284,,-1,Cancelled
D002285,O002285,John,2,Delivered
D002286,O002286,Ravi,15,
D002287,O002287,Amit,5,Cancelled
D002288,O002288,Kiran,2,Delivered
D002289,O002289,Kiran,0,Cancelled
D002290,O002290,John,-2,Cancelled
D002291,O002291,John,14,
D002292,O002292,Amit,-3,delivered
D002293,O002293,Amit,19,
D002294,O002294,Amit,6,Delivered
D002295,O002295,Kiran,5,Cancelled
D002296,O002296,Kiran,-1,delivered
D002297,O002297,Amit,2,Delivered
D002298,O002298,Ravi,5,
D002299,O002299,Ravi,5,Cancelled
D002300,O002300,Amit,14,
D002301,O002301,Amit,-3,Cancelled
D002302,O002302,Kiran,5,Cancelled
D002303,O002303,Ravi,0,delivered
D002304,O002304,John,0,
D002305,O002305,John,16,Delivered
D002306,O002306,,12,Cancelled
D002307,O002307,John,16,Cancelled
D002308,O002308,Ravi,-1,Delivered
D002309,O002309,Kiran,-1,Delivered
D002310,O002310,Ravi,13,Delivered
D002311,O002311,Ravi,-1,Delivered
D002312,O002312,John,-5,
D002313,O002313,Amit,-5,Cancelled
D002314,O002314,,17,delivered
D002315,O002315,John,1,Delivered
D002316,O002316,John,3,delivered
D002317,O002317,John,10,delivered
D002318,O002318,,3,delivered
D002319,O002319,Kiran,6,
D002320,O002320,John,5,Delivered
D002321,O002321,Kiran,17,delivered
D002322,O002322,Kiran,6,delivered
D002323,O002323,Ravi,4,Cancelled
D002324,O002324,Amit,3,Delivered
D002325,O002325,,7,
D002326,O002326,Amit,6,Delivered
D002327,O002327,Kiran,3,Delivered
D002328,O002328,Kiran,13,Delivered
D002329,O002329,,-2,Delivered
D002330,O002330,Amit,-5,Cancelled
D002331,O002331,Ravi,7,delivered
D002332,O002332,Amit,-4,Cancelled
D002333,O002333,John,2,
D002334,O002334,Amit,19,delivered
D002335,O002335,Kiran,19,Delivered
D002336,O002336,,6,Cancelled
D002337,O002337,John,19,Delivered
D002338,O002338,Kiran,7,Delivered
D002339,O002339,Amit,7,
D002340,O002340,,-5,delivered
D002341,O002341,John,2,
D002342,O002342,Amit,-1,
D002343,O002343,John,13,delivered
D002344,O002344,Ravi,16,
D002345,O002345,Ravi,14,delivered
D002346,O002346,,11,
D002347,O002347,Ravi,13,Cancelled
D002348,O002348,Kiran,-4,delivered
D002349,O002349,Amit,6,Delivered
D002350,O002350,John,-5,
D002351,O002351,John,19,
D002352,O002352,Ravi,6,delivered
D002353,O002353,John,13,
D002354,O002354,John,6,
D002355,O002355,Amit,-5,delivered
D002356,O002356,,-3,delivered
D002357,O002357,John,-5,
D002358,O002358,Ravi,-5,delivered
D002359,O002359,Ravi,3,
D002360,O002360,,-5,
D002361,O002361,John,6,
D002362,O002362,John,15,Delivered
D002363,O002363,John,-1,delivered
D002364,O002364,,9,Delivered
D002365,O002365,Ravi,9,Cancelled
D002366,O002366,John,9,Cancelled
D002367,O002367,John,11,
D002368,O002368,Kiran,3,Delivered
D002369,O002369,Amit,15,
D002370,O002370,,8,
D002371,O002371,Amit,12,
D002372,O002372,,10,
D002373,O002373,Amit,17,
D002374,O002374,Kiran,3,Cancelled
D002375,O002375,Amit,9,delivered
D002376,O002376,John,14,delivered
D002377,O002377,Amit,15,delivered
D002378,O002378,Amit,9,Cancelled
D002379,O002379,Ravi,3,Delivered
